,Where did you find out about Orange?,What Data Mining level are you?,Where do you work?,Excel,IBM SPSS Statistics,KNIME,MATLAB,Python,Python Pandas,R,Rapid Miner,SQL,Weka,None,"Would you enjoy getting monthly tips and video tutorials on how to get the most out of Orange? If so, type your email below. <br><br>*<em>You can unsubscribe at any time and we will always respect your privacy.</em>"
9372,Web,Beginner,Industry,0,1,1,0,1,1,1,1,0,1,1,1
9373,College,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9374,College,Beginner,Industry,0,1,1,0,0,1,1,1,0,1,1,0
9375,Conference,Intermediate,Research,1,1,1,0,0,1,0,1,1,0,1,1
9376,Anaconda,Beginner,Industry,0,1,1,1,0,1,1,1,1,1,1,1
9377,Anaconda,Beginner,Research,1,1,1,1,0,1,1,1,1,1,1,1
9378,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,0
9379,Friends,Intermediate,Industry,0,1,1,1,0,0,1,1,1,1,1,0
9380,Web,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
9381,Anaconda,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
9382,Web,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,0
9383,Anaconda,Beginner,Academia,0,1,1,1,1,1,1,1,0,1,1,1
9384,Web,Beginner,Academia,1,1,1,1,1,1,1,1,1,1,1,0
9385,Conference,Beginner,I'm a student,1,1,1,0,0,0,1,1,1,1,1,1
9386,Web,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,0
9387,Web,Beginner,Academia,1,1,1,1,1,1,1,1,1,0,1,1
9388,Web,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
9389,Anaconda,Intermediate,,1,1,1,0,0,0,0,1,1,1,1,1
9390,Web,Intermediate,Academia,1,1,1,0,0,0,1,1,1,1,1,1
9391,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
9392,,Beginner,Industry,0,1,1,0,1,1,1,1,0,1,1,1
9393,School,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
9394,Web,Intermediate,I'm a student,1,1,1,1,0,1,1,1,1,1,1,0
9395,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,0,1,1
9396,Web,Beginner,Research,1,1,1,1,0,1,1,1,1,1,1,0
9397,Anaconda,Beginner,Industry,0,1,1,0,1,1,1,1,1,1,1,1
9398,School,Beginner,Research,0,0,1,1,1,1,1,1,0,1,1,1
9399,Anaconda,Beginner,Research,0,1,1,1,0,1,1,1,0,1,1,1
9400,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
9401,Anaconda,Intermediate,Research,0,1,1,1,0,0,1,1,0,1,1,1
9402,Anaconda,Beginner,Industry,0,1,1,0,0,0,1,1,1,1,1,1
9403,College,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,0
9404,,Beginner,Industry,0,1,1,0,1,1,0,1,0,1,1,1
9405,Web,Intermediate,Industry,1,1,1,1,0,1,0,0,0,1,1,1
9406,Anaconda,Beginner,,0,1,1,1,1,1,1,1,0,1,1,1
9407,Anaconda,Beginner,,0,1,1,1,0,0,1,1,0,1,1,0
9408,School,Intermediate,Industry,0,1,1,1,0,1,0,0,0,1,1,1
9409,Web,Beginner,Research,0,1,1,1,1,1,1,1,0,1,1,0
9410,Anaconda,Beginner,Industry,0,1,1,1,0,1,0,1,1,1,1,1
9411,Anaconda,Beginner,Industry,0,1,1,0,0,1,1,1,1,1,1,0
9412,Anaconda,Beginner,Academia,0,1,1,0,0,1,0,1,1,1,1,1
9413,Anaconda,,Industry,1,1,1,1,0,0,0,0,0,1,1,1
9414,Anaconda,Intermediate,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
9415,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
9416,Anaconda,Intermediate,Academia,0,1,1,1,0,1,1,1,1,1,1,1
9417,Anaconda,Beginner,Industry,0,1,0,1,0,1,0,1,1,1,1,1
9418,School,Intermediate,Industry,0,1,1,1,1,1,0,1,0,1,1,1
9419,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
9420,Web,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,1
9421,,Beginner,,0,1,1,1,1,1,1,1,0,1,1,0
9422,Anaconda,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9423,Web,Beginner,Academia,0,1,1,1,1,1,1,1,0,1,1,1
9424,Anaconda,Beginner,Industry,0,0,1,1,1,1,1,1,0,1,1,0
9425,Web,Intermediate,Industry,1,1,1,0,0,1,0,1,1,1,1,1
9426,College,Beginner,I'm a student,0,1,1,0,1,1,1,1,1,1,1,1
9427,,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,0
9428,Web,Beginner,Industry,0,1,1,1,0,1,0,1,1,1,1,1
9429,Friends,Beginner,I'm a student,0,1,1,0,0,0,1,1,1,1,1,1
9430,Anaconda,Beginner,Industry,1,1,1,1,0,0,1,1,0,1,1,1
9431,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,0
9432,Anaconda,Beginner,Industry,0,1,1,1,0,1,0,1,0,1,1,0
9433,Friends,Beginner,Research,0,0,1,1,1,1,0,1,1,1,1,1
9434,School,Beginner,Industry,0,1,1,1,0,1,1,1,0,1,1,1
9435,College,Beginner,I'm a student,1,1,1,1,0,0,1,1,0,1,1,0
9436,Anaconda,Beginner,Research,0,0,1,1,0,0,1,1,0,1,1,0
9437,,,,1,1,1,1,1,1,1,1,1,1,1,0
9438,Web,Intermediate,,0,1,1,1,0,1,1,1,1,0,1,0
9439,,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
9440,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9441,,Beginner,Industry,0,1,1,1,0,0,1,1,0,0,1,0
9442,,Intermediate,Academia,0,1,1,0,0,1,1,1,0,1,1,0
9443,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
9444,Anaconda,Beginner,Academia,0,1,1,1,0,1,1,1,0,1,1,1
9445,Anaconda,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
9446,Conference,Beginner,Academia,0,0,0,1,1,1,1,1,1,1,1,0
9447,Web,Beginner,Industry,0,1,1,1,0,0,1,1,0,1,1,1
9448,Anaconda,Intermediate,Industry,1,1,1,1,0,1,1,1,1,1,1,1
9449,Anaconda,Beginner,I'm a student,0,1,1,1,0,1,0,1,1,1,1,1
9450,Job,Intermediate,Industry,0,0,1,1,1,1,1,1,1,1,1,1
9451,Web,Intermediate,Academia,0,1,1,0,0,1,1,1,1,1,1,1
9452,Anaconda,Intermediate,Industry,0,1,1,1,0,0,0,1,0,1,1,1
9453,Anaconda,Intermediate,Industry,1,1,1,1,0,0,1,0,0,1,1,1
9454,Anaconda,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9455,Anaconda,Intermediate,Industry,1,1,0,1,0,0,0,1,0,1,1,0
9456,Web,Expert,Academia,1,1,1,1,0,0,0,0,0,1,1,1
9457,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,0,1,1,0
9458,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9459,Anaconda,Expert,Industry,0,1,1,1,1,1,0,1,1,0,1,0
9460,School,Beginner,Academia,0,1,1,1,1,1,1,1,0,1,1,1
9461,Anaconda,Intermediate,Industry,1,1,1,1,0,1,1,1,1,1,1,1
9462,Web,Intermediate,Research,0,1,1,0,1,1,0,1,1,1,1,1
9463,Anaconda,Intermediate,,0,1,1,1,0,1,1,1,0,1,1,0
9464,Anaconda,Beginner,I'm a student,1,1,1,0,0,0,0,1,1,1,1,0
9465,College,Intermediate,I'm a student,0,1,1,1,1,1,0,1,1,1,1,1
9466,Friends,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
9467,Anaconda,Intermediate,Academia,0,0,1,1,1,1,0,1,1,1,1,0
9468,Web,Beginner,Industry,1,1,1,1,0,1,1,1,1,1,1,1
9469,Job,Beginner,Industry,0,1,1,1,0,1,1,1,1,1,1,1
9470,Web,Beginner,Academia,1,1,1,0,0,0,1,1,1,1,1,1
9471,Anaconda,Beginner,,0,1,1,1,0,1,1,1,1,1,1,0
9472,Web,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
9473,Anaconda,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,1,1,1
9474,College,Beginner,I'm a student,0,1,1,1,0,1,1,0,0,1,1,0
9475,College,Beginner,I'm a student,0,1,1,1,0,1,0,1,0,1,1,1
9476,Friends,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,1
9477,,Intermediate,Industry,0,1,1,1,1,1,1,1,0,1,1,0
9478,Friends,Beginner,Industry,1,1,1,1,1,1,1,0,1,1,1,1
9479,College,Beginner,Academia,1,1,1,0,0,1,1,1,1,1,1,1
9480,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9481,,Beginner,Industry,0,1,1,1,0,1,1,1,0,1,1,0
9482,Web,Intermediate,Academia,0,1,1,1,1,1,1,1,1,1,1,1
9483,Friends,Beginner,I'm a student,0,1,1,1,0,0,1,1,1,1,1,0
9484,Web,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,1,1,1
9485,School,Beginner,I'm a student,0,0,1,1,1,1,0,1,1,1,1,1
9486,School,Intermediate,I'm a student,0,1,1,1,0,1,1,1,0,1,1,0
9487,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
9488,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9489,College,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,0
9490,Web,Beginner,I'm a student,1,1,1,1,0,0,1,1,1,1,1,1
9491,Anaconda,Intermediate,Industry,0,1,1,1,0,0,1,1,0,1,1,0
9492,Anaconda,Beginner,I'm a student,0,1,1,0,1,1,1,1,1,1,1,1
9493,College,Beginner,I'm a student,0,0,1,1,1,1,0,1,1,1,1,0
9494,Web,Beginner,Academia,0,1,1,0,1,1,1,1,1,1,1,1
9495,,,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
9496,Web,Intermediate,Industry,1,1,1,1,0,1,1,1,1,1,1,1
9497,Web,Beginner,Industry,1,1,1,1,0,1,1,1,0,1,1,0
9498,Anaconda,Intermediate,Industry,0,1,1,0,0,0,1,1,0,1,1,1
9499,Anaconda,Beginner,Industry,0,1,1,0,1,1,1,1,1,1,1,1
9500,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
9501,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
9502,School,Beginner,I'm a student,0,1,1,1,1,1,0,1,1,1,1,1
9503,Anaconda,Beginner,Research,1,0,1,0,1,1,0,1,1,1,1,1
9504,Anaconda,Beginner,Industry,0,1,1,0,0,1,1,1,0,1,1,1
9505,Friends,,Academia,1,1,1,0,1,1,1,1,1,1,1,1
9506,Anaconda,Beginner,Industry,1,1,1,1,0,1,0,1,1,1,1,1
9507,Anaconda,Beginner,Academia,0,1,1,0,0,1,0,1,1,0,1,1
9508,Web,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,0
9509,School,Beginner,,0,1,1,1,1,1,1,1,0,1,1,0
9510,Web,Intermediate,I'm a student,0,1,1,1,0,0,0,1,0,1,1,0
9511,Web,Expert,Research,0,1,1,1,1,1,1,1,1,1,1,1
9512,Web,Beginner,I'm a student,0,0,1,1,1,1,1,1,1,1,1,0
9513,Web,Beginner,Industry,0,1,1,1,0,1,1,1,0,1,1,1
9514,Job,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,0
9515,,Beginner,Research,0,1,1,0,0,1,0,1,1,0,1,0
9516,Web,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
9517,Anaconda,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
9518,School,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
9519,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
9520,Web,Intermediate,Industry,1,1,1,1,0,0,0,1,0,0,1,0
9521,Anaconda,Intermediate,Industry,1,1,1,0,1,1,1,1,1,1,1,0
9522,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,0,1,1,1
9523,Web,Beginner,,0,1,1,1,0,0,1,1,0,1,1,1
9524,Anaconda,Beginner,Academia,1,1,1,1,1,1,1,1,1,1,0,1
9525,Job,Beginner,Industry,0,1,1,0,1,0,0,1,1,1,1,0
9526,Anaconda,Beginner,Industry,1,1,1,1,0,0,1,1,0,1,1,1
9527,Friends,Intermediate,Industry,1,1,1,1,0,1,1,1,1,1,1,1
9528,Web,Expert,Industry,1,1,1,0,1,1,0,1,1,0,1,1
9529,Anaconda,Expert,Industry,1,1,1,1,0,1,0,1,1,1,1,1
9530,Anaconda,Intermediate,Research,0,0,1,1,0,1,0,0,0,1,1,1
9531,Web,Intermediate,Research,0,1,1,1,0,0,1,1,0,1,1,0
9532,Friends,Beginner,I'm a student,0,0,1,1,0,1,1,1,0,1,1,1
9533,,Intermediate,,0,1,1,1,0,1,1,1,0,1,1,1
9534,Web,Beginner,Industry,0,1,1,0,0,1,1,1,1,1,1,0
9535,Web,Beginner,I'm a student,0,0,1,1,1,1,0,1,0,0,1,0
9536,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
9537,Conference,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,0
9538,College,Beginner,Research,0,1,1,1,0,1,1,0,1,1,1,1
9539,College,Beginner,Research,0,1,1,1,1,1,1,1,0,0,1,1
9540,Web,Intermediate,I'm a student,1,1,1,1,1,1,1,0,1,0,1,1
9541,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
9542,Anaconda,Beginner,,0,1,1,1,1,0,0,1,0,1,1,0
9543,Web,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,0
9544,Web,Expert,Research,0,1,1,1,1,1,0,1,0,1,1,0
9545,Web,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
9546,Web,Beginner,I'm a student,1,0,1,1,0,0,0,1,0,1,1,1
9547,Web,Beginner,I'm a student,0,1,1,1,0,1,1,1,0,1,1,0
9548,Anaconda,Intermediate,Academia,0,1,1,0,1,1,1,1,1,1,1,1
9549,Anaconda,Beginner,I'm a student,0,1,1,0,0,1,0,1,1,1,1,0
9550,School,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9551,Job,Expert,Industry,0,1,0,1,1,1,0,1,0,1,1,1
9552,College,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,0
9553,College,Intermediate,I'm a student,0,1,1,1,1,1,1,0,0,0,1,1
9554,Web,Beginner,Industry,1,1,1,1,1,0,1,1,1,1,1,0
9555,Friends,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,0
9556,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
9557,Friends,Beginner,Academia,0,1,1,1,0,1,1,1,1,1,1,0
9558,Anaconda,Intermediate,Industry,0,1,1,0,0,0,1,1,0,1,1,0
9559,Job,Beginner,Industry,0,1,1,1,0,0,1,1,0,1,1,0
9560,,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,0,1,0
9561,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9562,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
9563,College,Beginner,I'm a student,0,1,1,1,0,1,1,1,0,1,1,1
9564,,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,0
9565,School,Beginner,I'm a student,1,1,1,0,1,1,1,1,0,1,1,1
9566,Friends,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
9567,College,Beginner,I'm a student,1,1,1,0,0,0,1,1,0,1,1,1
9568,Web,Expert,Research,0,1,1,0,1,1,0,0,1,0,1,0
9569,Job,Intermediate,Industry,0,0,1,1,0,0,0,1,0,1,1,0
9570,Web,Expert,Research,1,1,1,1,0,0,0,1,0,0,1,0
9571,College,Intermediate,I'm a student,1,1,0,1,0,1,1,1,1,0,1,1
9572,Web,Intermediate,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
9573,College,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
9574,Web,Expert,Industry,0,1,1,1,1,1,1,1,0,0,1,1
9575,Friends,Intermediate,Research,0,1,1,1,1,1,0,1,1,0,1,1
9576,Web,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,1
9577,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,0,1,1,1,1,1
9578,Anaconda,Beginner,,0,1,1,0,0,0,1,1,0,1,1,0
9579,Anaconda,Intermediate,Academia,1,1,1,1,0,1,1,1,1,1,1,0
9580,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
9581,Conference,Intermediate,Industry,0,1,1,1,0,1,0,1,0,1,1,1
9582,Web,Expert,Academia,1,1,0,1,1,1,1,0,1,0,1,1
9583,,Beginner,I'm a student,0,1,1,0,1,1,1,1,1,1,1,1
9584,Web,Intermediate,Industry,1,1,1,1,0,1,1,1,1,1,1,1
9585,Web,Beginner,,0,1,1,1,1,1,0,1,0,1,1,0
9586,School,Intermediate,I'm a student,0,0,0,0,0,1,0,1,0,0,1,1
9587,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
9588,College,Intermediate,Industry,0,1,1,1,1,1,1,1,0,1,1,0
9589,Web,Beginner,,1,1,1,1,1,1,1,1,1,1,0,0
9590,Anaconda,Intermediate,Industry,1,1,1,1,1,1,1,1,0,1,1,1
9591,Web,Beginner,Academia,0,0,1,1,1,1,0,1,1,1,1,0
9592,,Beginner,Industry,0,0,1,0,1,1,1,1,0,1,1,0
9593,Web,Intermediate,Academia,0,1,0,1,0,0,0,0,0,0,1,1
9594,Anaconda,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,0
9595,,Beginner,Industry,0,1,1,1,0,1,1,1,0,1,1,0
9596,,Beginner,,0,1,1,1,1,1,1,1,1,1,1,1
9597,Anaconda,Intermediate,Industry,0,1,1,1,0,1,0,1,0,1,1,0
9598,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,0,1,1
9599,Friends,Intermediate,Industry,0,0,1,1,1,1,0,1,1,1,1,0
9600,Anaconda,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9601,Anaconda,Beginner,I'm a student,0,1,1,1,0,0,1,1,0,1,1,0
9602,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,0
9603,Anaconda,Beginner,Academia,0,1,1,1,0,1,1,1,1,1,1,1
9604,College,Beginner,,0,1,1,1,1,1,1,1,1,1,1,0
9605,Anaconda,Beginner,Industry,0,1,1,1,0,0,1,1,1,1,1,0
9606,Web,Expert,Academia,0,1,1,1,0,0,0,0,0,1,1,1
9607,Web,Beginner,Research,0,1,1,0,0,1,0,0,0,1,1,1
9608,Anaconda,Beginner,I'm a student,0,1,1,0,1,1,1,1,1,1,1,0
9609,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,0,1
9610,Anaconda,Expert,Industry,1,1,1,1,1,1,0,1,1,1,1,1
9611,Anaconda,Intermediate,Industry,1,1,1,1,1,1,1,1,1,1,1,0
9612,Anaconda,Beginner,I'm a student,0,1,1,0,0,1,0,1,1,1,1,0
9613,Anaconda,Beginner,Academia,0,1,1,1,0,1,1,1,1,1,1,1
9614,Anaconda,Intermediate,Academia,1,1,1,0,0,1,0,1,1,1,1,1
9615,Anaconda,Beginner,Industry,0,1,1,0,0,1,0,1,0,1,1,1
9616,Web,Beginner,Academia,0,1,1,1,1,1,1,1,0,1,1,1
9617,Web,Beginner,Industry,0,1,1,1,0,0,1,1,0,1,1,1
9618,Friends,Expert,Academia,1,1,1,0,1,1,0,1,1,1,1,1
9619,College,,Academia,0,1,1,1,1,1,1,1,1,1,1,0
9620,Anaconda,Beginner,I'm a student,1,1,1,1,0,1,0,1,0,1,1,1
9621,Anaconda,Beginner,,0,1,1,1,0,1,0,1,0,1,1,0
9622,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,0
9623,Anaconda,Beginner,Academia,1,1,1,1,1,1,1,1,1,1,1,1
9624,Anaconda,Beginner,Research,1,1,1,1,0,1,1,1,1,1,1,1
9625,Web,Intermediate,I'm a student,0,0,1,1,1,1,0,1,1,1,1,0
9626,Anaconda,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,0
9627,Web,Beginner,Industry,0,1,0,1,1,1,1,1,1,1,1,1
9628,College,Beginner,I'm a student,0,1,1,0,1,1,1,1,1,1,1,0
9629,Friends,,I'm a student,0,1,1,0,0,1,1,1,1,1,1,1
9630,Web,Beginner,I'm a student,1,1,1,1,1,1,1,0,1,1,1,1
9631,Anaconda,Beginner,Academia,0,1,1,0,0,0,0,1,0,1,1,1
9632,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9633,Web,Beginner,Research,0,1,1,1,0,0,0,1,1,1,1,1
9634,Anaconda,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9635,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,0
9636,Anaconda,Beginner,Research,1,1,1,1,0,0,1,1,0,1,1,1
9637,Anaconda,Beginner,Industry,0,0,1,1,0,0,1,1,0,1,1,0
9638,Anaconda,Beginner,I'm a student,1,1,1,1,0,0,1,1,0,1,1,1
9639,Web,Beginner,Academia,1,1,0,1,1,0,0,1,1,1,1,1
9640,Anaconda,Beginner,Industry,0,0,1,1,1,1,1,1,0,1,1,0
9641,School,Beginner,I'm a student,1,1,1,1,1,1,1,1,0,1,1,1
9642,Anaconda,Beginner,Industry,0,1,1,1,0,1,0,1,0,1,1,1
9643,Anaconda,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
9644,School,Beginner,I'm a student,0,1,0,1,1,1,0,1,1,0,1,1
9645,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,1
9646,Web,Beginner,Industry,0,1,1,1,0,0,1,1,1,1,1,0
9647,Anaconda,Beginner,Industry,0,1,1,1,0,0,1,1,1,1,1,0
9648,Job,Beginner,Academia,1,1,1,0,1,1,1,1,1,1,1,0
9649,College,Intermediate,I'm a student,1,1,1,0,1,1,1,0,0,0,1,1
9650,Web,Beginner,Academia,0,1,1,1,0,1,1,1,1,1,1,1
9651,School,Beginner,I'm a student,0,0,1,1,1,1,1,1,1,1,1,0
9652,College,Beginner,I'm a student,1,1,1,1,0,0,1,1,1,1,1,1
9653,School,Intermediate,I'm a student,0,1,1,1,0,0,1,1,0,0,1,0
9654,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
9655,Anaconda,Beginner,I'm a student,0,0,1,1,0,1,0,1,1,1,1,0
9656,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
9657,Web,Intermediate,Industry,0,1,1,1,0,1,1,0,0,1,1,0
9658,Anaconda,Intermediate,Industry,0,1,1,1,1,1,0,0,0,1,1,1
9659,School,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
9660,Web,Expert,Industry,1,0,1,1,1,1,0,0,1,1,1,0
9661,Anaconda,Beginner,I'm a student,0,0,1,0,0,0,1,1,1,0,1,1
9662,School,Beginner,I'm a student,0,0,1,0,0,1,1,1,0,1,1,1
9663,College,Intermediate,I'm a student,0,1,1,1,0,0,1,1,0,0,1,1
9664,Friends,Intermediate,Academia,0,1,1,1,1,1,1,0,1,1,1,1
9665,Anaconda,Beginner,I'm a student,0,1,1,0,0,0,1,1,1,1,1,1
9666,,Beginner,I'm a student,1,1,1,0,0,1,0,1,0,1,1,1
9667,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
9668,Anaconda,Beginner,Research,0,1,1,1,0,0,1,1,1,1,1,0
9669,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
9670,Anaconda,Beginner,Academia,1,1,1,1,1,1,1,0,1,1,1,1
9671,Web,Intermediate,Industry,1,1,1,0,0,0,0,1,0,1,1,0
9672,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
9673,Anaconda,Intermediate,Research,1,1,1,1,0,0,1,1,0,1,1,1
9674,Anaconda,Intermediate,Industry,1,1,1,0,0,1,0,1,1,1,1,0
9675,Web,Intermediate,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
9676,Anaconda,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
9677,Friends,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,0
9678,School,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,0,1,1
9679,,,,1,1,1,1,0,1,1,1,1,1,1,1
9680,Anaconda,Beginner,Research,0,1,1,0,0,0,1,1,1,0,1,1
9681,Web,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
9682,College,Beginner,I'm a student,0,0,1,1,1,1,1,1,1,1,1,1
9683,Web,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,0
9684,Anaconda,Beginner,Academia,0,1,1,1,0,0,1,1,0,1,1,0
9685,School,Beginner,I'm a student,0,1,1,0,0,1,1,1,0,1,1,1
9686,Web,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,0
9687,College,Beginner,I'm a student,1,1,1,1,0,1,1,1,0,1,1,1
9688,Anaconda,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,0
9689,Friends,Beginner,I'm a student,0,0,1,1,0,0,0,1,1,1,1,0
9690,Anaconda,Expert,Research,0,1,1,1,1,0,0,1,1,0,1,1
9691,Web,Beginner,Industry,0,1,1,0,1,1,1,1,1,1,1,1
9692,Web,Expert,Research,1,1,1,1,1,1,1,1,1,1,0,1
9693,Friends,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
9694,Anaconda,Beginner,Academia,1,1,1,1,0,1,0,1,0,1,1,1
9695,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,0,1,1,1,1,0
9696,Anaconda,Beginner,,0,1,1,1,0,1,1,1,1,1,1,1
9697,Web,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
9698,School,Beginner,I'm a student,0,1,1,1,0,1,1,1,0,1,1,1
9699,School,Beginner,Academia,1,1,1,0,0,1,0,1,1,0,1,1
9700,Web,Beginner,Industry,1,1,1,1,0,0,0,1,0,1,1,0
9701,Anaconda,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,0
9702,Job,Intermediate,Industry,0,1,1,1,1,1,0,1,1,1,1,0
9703,Job,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
9704,Anaconda,Intermediate,,1,1,1,1,0,0,0,1,0,1,1,1
9705,Web,Intermediate,Academia,1,1,1,0,0,0,1,1,1,1,1,1
9706,Anaconda,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
9707,Web,Intermediate,I'm a student,0,0,1,1,0,0,1,1,1,0,1,1
9708,Anaconda,Beginner,Industry,1,1,1,1,0,1,1,1,1,1,1,1
9709,Web,Beginner,Research,1,0,1,1,1,1,0,1,1,1,1,0
9710,Web,Intermediate,Industry,0,1,0,1,1,1,1,1,0,0,1,1
9711,School,Expert,Academia,1,1,1,1,1,1,0,1,1,1,1,1
9712,Anaconda,Beginner,Research,0,1,1,1,0,1,1,1,1,1,1,1
9713,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
9714,Anaconda,Intermediate,Academia,0,0,0,0,0,0,0,0,1,0,1,0
9715,Anaconda,Beginner,Industry,0,0,1,1,0,1,0,1,0,1,1,1
